,id,story,query,text_query,target,text_target,clean_story,proof_state,f_comb,task_name,story_edges,edge_types,query_edge,genders,syn_story,node_mapping,task_split
10,a0ca1dc6-49f8-46b9-b8b2-42eecbfd0aaf,[Lila] is [Jamie]'s mother.  [Lila] is the mother of [Yukiko].  [Yukiko] is [Jamie]'s sister.  [Jamie] is the husband of [Kira]. ,"('Kira', 'Lila')",Fill in the blanks : [Lila] is [Kira] 's _. ,mother-in-law,"[""[Lila] is [Kira]'s mother-in-law. ""]",[Jamie] is the husband of [Kira].  [Lila] is [Jamie]'s mother. ,"[{('Kira', 'mother-in-law', 'Lila'): [('Kira', 'husband', 'Jamie'), ('Jamie', 'mother', 'Lila')]}]",husband-mother,task_2.2,"[(0, 1), (1, 2), (1, 3), (3, 2)]","['husband', 'mother', 'sister', 'mother']","(0, 2)","Kira:female,Jamie:male,Lila:female,Yukiko:female",,"{39: 0, 23: 1, 5: 2, 25: 3}",train
11,74f26ca0-8ca1-4722-98d3-b4acea7d3788,[Joyce] is [William]'s sister.  [William] is a brother of [Margaret].  [Robert] is the father of [Joyce].  [Robert] is [William]'s father. ,"('Margaret', 'Robert')","For [Margaret], who is [Robert] ? ",father,"[""[Robert] is [Margaret]'s father. ""]",[William] is a brother of [Margaret].  [Robert] is [William]'s father. ,"[{('Margaret', 'father', 'Robert'): [('Margaret', 'brother', 'William'), ('William', 'father', 'Robert')]}]",brother-father,task_2.2,"[(0, 1), (1, 2), (1, 3), (3, 2)]","['brother', 'father', 'sister', 'father']","(0, 2)","Margaret:female,William:male,Robert:male,Joyce:female",,"{13: 0, 12: 1, 11: 2, 14: 3}",train
12,091e9c3f-d567-47e6-9e4d-67a14e7794eb,[Margaret] is a daughter of [Robert].  [William] is [Carol]'s son.  [Robert] is the father of [William].  [Margaret] is a sister of [William]. ,"('Carol', 'Margaret')",Fill in the blanks : [Margaret] is [Carol] 's _. ,daughter,"[""[Margaret] is [Carol]'s daughter. ""]",[William] is [Carol]'s son.  [Margaret] is a sister of [William]. ,"[{('Carol', 'daughter', 'Margaret'): [('Carol', 'son', 'William'), ('William', 'sister', 'Margaret')]}]",son-sister,task_2.2,"[(0, 1), (1, 2), (1, 3), (3, 2)]","['son', 'sister', 'father', 'daughter']","(0, 2)","Carol:female,William:male,Margaret:female,Robert:male",,"{3: 0, 12: 1, 13: 2, 11: 3}",train
13,700f12bb-c089-42c1-b240-9876f4da06d9,[Cheryl] is [Jon]'s daughter.  [Esther] is the wife of [Jon].  [Cheryl] is [Esther]'s daughter.  [Jon] is the father of [Brooke]. ,"('Brooke', 'Cheryl')",What is the family connection between [Brooke] and [Cheryl] ? ,sister,['[Cheryl] is a sister of [Brooke]. '],[Jon] is the father of [Brooke].  [Cheryl] is [Jon]'s daughter. ,"[{('Brooke', 'sister', 'Cheryl'): [('Brooke', 'father', 'Jon'), ('Jon', 'daughter', 'Cheryl')]}]",father-daughter,task_2.2,"[(0, 1), (1, 2), (1, 3), (3, 2)]","['father', 'daughter', 'wife', 'daughter']","(0, 2)","Brooke:female,Jon:male,Cheryl:female,Esther:female",,"{19: 0, 4: 1, 20: 2, 16: 3}",train
14,a40b8d99-be12-4f4d-9652-cbc3a2711507,[Jamie] has a brother named [Glenn].  [Jamie] is a brother of [Susan].  [Jamie] is a son of [Calvin].  [Calvin] has a daughter called [Susan]. ,"('Calvin', 'Glenn')",How is [Calvin] related to [Glenn] ? ,son,['[Calvin] has a son called [Glenn]. '],[Jamie] is a son of [Calvin].  [Jamie] has a brother named [Glenn]. ,"[{('Calvin', 'son', 'Glenn'): [('Calvin', 'son', 'Jamie'), ('Jamie', 'brother', 'Glenn')]}]",son-brother,task_2.2,"[(0, 1), (1, 2), (0, 3), (3, 1)]","['son', 'brother', 'daughter', 'brother']","(0, 2)","Calvin:male,Jamie:male,Glenn:male,Susan:female",,"{21: 0, 23: 1, 22: 2, 24: 3}",train
15,23f0270a-677c-428a-89ee-b923f244eefc,[Melissa] is the grandmother of [Joyce].  [Carol] is [William]'s mother.  [Melissa] is [Carol]'s mother.  [Joyce] is a daughter of [Carol]. ,"('William', 'Melissa')",How is [William] related to [Melissa] ? ,grandmother,"[""[Melissa] is [William]'s grandmother. ""]",[Carol] is [William]'s mother.  [Melissa] is [Carol]'s mother. ,"[{('William', 'grandmother', 'Melissa'): [('William', 'mother', 'Carol'), ('Carol', 'mother', 'Melissa')]}]",mother-mother,task_2.2,"[(0, 1), (1, 2), (1, 3), (3, 2)]","['mother', 'mother', 'daughter', 'grandmother']","(0, 2)","William:male,Carol:female,Melissa:female,Joyce:female",,"{12: 0, 3: 1, 1: 2, 14: 3}",train
16,52bcddb5-bf0c-4390-813d-445c42a6ce8e,[Lila] has a daughter called [Susan].  The husband of [Lila] is [Calvin].  [Carol] has a sister named [Lila].  [Calvin] has a daughter called [Susan]. ,"('Carol', 'Susan')",How are [Carol] and [Susan] related to each other ? ,neice,['[Susan] is the niece of [Carol]. '],[Carol] has a sister named [Lila].  [Lila] has a daughter called [Susan]. ,"[{('Carol', 'neice', 'Susan'): [('Carol', 'sister', 'Lila'), ('Lila', 'daughter', 'Susan')]}]",sister-daughter,task_2.2,"[(0, 1), (1, 2), (1, 3), (3, 2)]","['sister', 'daughter', 'husband', 'daughter']","(0, 2)","Carol:female,Lila:female,Susan:female,Calvin:male",,"{3: 0, 5: 1, 24: 2, 21: 3}",train
17,ccce3db6-2a4f-4ab8-9798-ec2aebff7ba1,[Esther] is [Chantell]'s mother.  [Esther] has a daughter called [Brooke].  [Brooke] is [Chantell]'s sister.  [Chantell] is a daughter of [Jon]. ,"('Jon', 'Brooke')",How are [Jon] and [Brooke] related to each other ? ,daughter,['[Jon] has a daughter called [Brooke]. '],[Chantell] is a daughter of [Jon].  [Brooke] is [Chantell]'s sister. ,"[{('Jon', 'daughter', 'Brooke'): [('Jon', 'daughter', 'Chantell'), ('Chantell', 'sister', 'Brooke')]}]",daughter-sister,task_2.2,"[(0, 1), (1, 2), (1, 3), (3, 2)]","['daughter', 'sister', 'mother', 'daughter']","(0, 2)","Jon:male,Chantell:female,Brooke:female,Esther:female",,"{4: 0, 17: 1, 19: 2, 16: 3}",train
18,9fb4f0d1-66db-43d5-9d72-adf89dbba448,[Walter] is [Jon]'s son.  [Walter] is [Esther]'s son.  [Jon] is [Lila]'s brother.  [Esther] is the wife of [Jon]. ,"('Lila', 'Walter')",What is the family connection between [Lila] and [Walter] ? ,nephew,"[""[Walter] is [Lila]'s nephew. ""]",[Jon] is [Lila]'s brother.  [Walter] is [Jon]'s son. ,"[{('Lila', 'nephew', 'Walter'): [('Lila', 'brother', 'Jon'), ('Jon', 'son', 'Walter')]}]",brother-son,task_2.2,"[(0, 1), (1, 2), (1, 3), (3, 2)]","['brother', 'son', 'wife', 'son']","(0, 2)","Lila:female,Jon:male,Walter:male,Esther:female",,"{5: 0, 4: 1, 18: 2, 16: 3}",train
19,8ac68ea6-8d0e-4f15-8e2b-71b300ef8086,[Theresa] is [Stephanie]'s sister.  [Elias] is the father of [Stephanie].  [Stephanie] is a sister of [Lynette].  [Elias] is the father of [Theresa]. ,"('Lynette', 'Elias')",Who is [Elias] from the point of relation of [Lynette] ? ,father,['[Elias] is the father of [Lynette]. '],[Stephanie] is a sister of [Lynette].  [Elias] is the father of [Stephanie]. ,"[{('Lynette', 'father', 'Elias'): [('Lynette', 'sister', 'Stephanie'), ('Stephanie', 'father', 'Elias')]}]",sister-father,task_2.2,"[(0, 1), (1, 2), (1, 3), (3, 2)]","['sister', 'father', 'sister', 'father']","(0, 2)","Lynette:female,Stephanie:female,Elias:male,Theresa:female",,"{8: 0, 7: 1, 2: 2, 10: 3}",train
20,64776ddc-1641-4621-9a4a-ff5a4990789e,[Brooke] is [Walter]'s sister.  The husband of [Shirley] is [Walter].  [Esther] is the mother of [Walter].  [Esther] is [Brooke]'s mother. ,"('Shirley', 'Esther')",How are [Shirley] and [Esther] related to each other ? ,mother-in-law,"[""[Esther] is [Shirley]'s mother-in-law. ""]",The husband of [Shirley] is [Walter].  [Esther] is the mother of [Walter]. ,"[{('Shirley', 'mother-in-law', 'Esther'): [('Shirley', 'husband', 'Walter'), ('Walter', 'mother', 'Esther')]}]",husband-mother,task_2.2,"[(0, 1), (1, 2), (1, 3), (3, 2)]","['husband', 'mother', 'sister', 'mother']","(0, 2)","Shirley:female,Walter:male,Esther:female,Brooke:female",,"{35: 0, 18: 1, 16: 2, 19: 3}",train
21,40062dab-b56e-4102-87be-fffc876dfe33,[Carol] is the mother of [Erica].  [Erica] is a sister of [Joyce].  [Elias] is a brother of [Carol].  [Carol] is [Joyce]'s mother. ,"('Joyce', 'Elias')",What is the family connection between [Joyce] and [Elias] ? ,uncle,['[Elias] is the uncle of [Joyce]. '],[Carol] is [Joyce]'s mother.  [Elias] is a brother of [Carol]. ,"[{('Joyce', 'uncle', 'Elias'): [('Joyce', 'mother', 'Carol'), ('Carol', 'brother', 'Elias')]}]",mother-brother,task_2.2,"[(0, 1), (1, 2), (0, 3), (3, 1)]","['mother', 'brother', 'sister', 'mother']","(0, 2)","Joyce:female,Carol:female,Elias:male,Erica:female",,"{14: 0, 3: 1, 2: 2, 15: 3}",train
22,aecd9b15-d9e5-4c67-a063-22cf66a18835,[Melissa] is the grandmother of [Margaret].  [William] is a son of [Carol].  [Melissa] is [William]'s grandmother.  [Margaret] is a sister of [William]. ,"('Carol', 'Melissa')",How are [Carol] and [Melissa] related to each other ? ,mother,['[Melissa] is the mother of [Carol]. '],[William] is a son of [Carol].  [Melissa] is [William]'s grandmother. ,"[{('Carol', 'mother', 'Melissa'): [('Carol', 'son', 'William'), ('William', 'grandmother', 'Melissa')]}]",son-grandmother,task_2.2,"[(0, 1), (1, 2), (1, 3), (3, 2)]","['son', 'grandmother', 'sister', 'grandmother']","(0, 2)","Carol:female,William:male,Melissa:female,Margaret:female",,"{3: 0, 12: 1, 1: 2, 13: 3}",train
23,cd2d2952-2216-4e81-89d5-13df38519f5a,[Walter] is [Esther]'s son.  [Brooke] has a brother named [Walter].  [Shirley] is [Walter]'s wife.  [Brooke] is a daughter of [Esther]. ,"('Esther', 'Shirley')",Fill in the blanks : [Shirley] is [Esther] 's _. ,daughter-in-law,['[Esther] has a daughter-in-law who is [Shirley]. '],[Walter] is [Esther]'s son.  [Shirley] is [Walter]'s wife. ,"[{('Esther', 'daughter-in-law', 'Shirley'): [('Esther', 'son', 'Walter'), ('Walter', 'wife', 'Shirley')]}]",son-wife,task_2.2,"[(0, 1), (1, 2), (0, 3), (3, 1)]","['son', 'wife', 'daughter', 'brother']","(0, 2)","Esther:female,Walter:male,Shirley:female,Brooke:female",,"{16: 0, 18: 1, 35: 2, 19: 3}",train
24,e0b7416a-26d5-4fd1-a815-a0323c0eefaa,[Carol] is the mother of [William].  [Joyce] has a brother named [William].  [Lila] is a sister of [Carol].  [Carol] is the mother of [Joyce]. ,"('Joyce', 'Lila')",Who is [Lila] from the point of relation of [Joyce] ? ,aunt,"[""[Lila] is [Joyce]'s aunt. ""]",[Carol] is the mother of [Joyce].  [Lila] is a sister of [Carol]. ,"[{('Joyce', 'aunt', 'Lila'): [('Joyce', 'mother', 'Carol'), ('Carol', 'sister', 'Lila')]}]",mother-sister,task_2.2,"[(0, 1), (1, 2), (0, 3), (3, 1)]","['mother', 'sister', 'brother', 'mother']","(0, 2)","Joyce:female,Carol:female,Lila:female,William:male",,"{14: 0, 3: 1, 5: 2, 12: 3}",train
25,a325b3dc-a532-4e06-ab50-ac2dcc478754,[Carol] is the mother of [Erica].  [Mervin] is [Margaret]'s grandfather.  [Mervin] is [Carol]'s father.  [Margaret] is [Carol]'s daughter. ,"('Erica', 'Mervin')",Fill in the blanks : [Mervin] is [Erica] 's _. ,grandfather,['[Mervin] is the grandfather of [Erica]. '],[Carol] is the mother of [Erica].  [Mervin] is [Carol]'s father. ,"[{('Erica', 'grandfather', 'Mervin'): [('Erica', 'mother', 'Carol'), ('Carol', 'father', 'Mervin')]}]",mother-father,task_2.2,"[(0, 1), (1, 2), (1, 3), (3, 2)]","['mother', 'father', 'daughter', 'grandfather']","(0, 2)","Erica:female,Carol:female,Mervin:male,Margaret:female",,"{15: 0, 3: 1, 0: 2, 13: 3}",train
26,4f90771a-9d00-46ea-9e28-dbbdb8bd8c72,[Chantell] is [Jon]'s daughter.  [Esther] is [Chantell]'s mother.  [Melissa] is the grandmother of [Chantell].  [Melissa] is the mother of [Esther]. ,"('Jon', 'Melissa')",How are [Jon] and [Melissa] related to each other ? ,mother,"[""[Melissa] is [Jon]'s mother. ""]",[Chantell] is [Jon]'s daughter.  [Melissa] is the grandmother of [Chantell]. ,"[{('Jon', 'mother', 'Melissa'): [('Jon', 'daughter', 'Chantell'), ('Chantell', 'grandmother', 'Melissa')]}]",daughter-grandmother,task_2.2,"[(0, 1), (1, 2), (1, 3), (3, 2)]","['daughter', 'grandmother', 'mother', 'mother']","(0, 2)","Jon:male,Chantell:female,Melissa:female,Esther:female",,"{4: 0, 17: 1, 1: 2, 16: 3}",train
27,7cfd69b3-78f0-4548-b06b-ebbeb4be7845,[Jamie] has a brother named [Glenn].  [Lila] is [Glenn]'s mother.  [Susan] is [Jamie]'s sister.  [Susan] has a brother named [Glenn]. ,"('Jamie', 'Lila')",How is [Jamie] related to [Lila] ? ,mother,"[""[Lila] is [Jamie]'s mother. ""]",[Jamie] has a brother named [Glenn].  [Lila] is [Glenn]'s mother. ,"[{('Jamie', 'mother', 'Lila'): [('Jamie', 'brother', 'Glenn'), ('Glenn', 'mother', 'Lila')]}]",brother-mother,task_2.2,"[(0, 1), (1, 2), (0, 3), (3, 1)]","['brother', 'mother', 'sister', 'brother']","(0, 2)","Jamie:male,Glenn:male,Lila:female,Susan:female",,"{23: 0, 22: 1, 5: 2, 24: 3}",train
28,6d50564c-cd03-40cd-a396-84e1881acf1a,[Carol] is the mother of [Margaret].  [Joyce] has a sister named [Margaret].  [Carol] is the mother of [Joyce].  [Carol] has a son called [William]. ,"('Joyce', 'William')",Who is [William] from the point of relation of [Joyce] ? ,brother,['[William] is a brother of [Joyce]. '],[Carol] is the mother of [Joyce].  [Carol] has a son called [William]. ,"[{('Joyce', 'brother', 'William'): [('Joyce', 'mother', 'Carol'), ('Carol', 'son', 'William')]}]",mother-son,task_2.2,"[(0, 1), (1, 2), (0, 3), (3, 1)]","['mother', 'son', 'sister', 'mother']","(0, 2)","Joyce:female,Carol:female,William:male,Margaret:female",,"{14: 0, 3: 1, 12: 2, 13: 3}",train
29,d591e4a4-a026-4520-b4ee-c0c2cb1b2e9e,[Calvin] is the uncle of [William].  [William] is a son of [Robert].  [William] is [Carol]'s son.  [Robert] is the husband of [Carol]. ,"('Carol', 'Calvin')","For [Carol], who is [Calvin] ? ",brother,"[""[Calvin] is [Carol]'s brother. ""]",[William] is [Carol]'s son.  [Calvin] is the uncle of [William]. ,"[{('Carol', 'brother', 'Calvin'): [('Carol', 'son', 'William'), ('William', 'uncle', 'Calvin')]}]",son-uncle,task_2.2,"[(0, 1), (1, 2), (0, 3), (3, 1)]","['son', 'uncle', 'husband', 'son']","(0, 2)","Carol:female,William:male,Calvin:male,Robert:male",,"{3: 0, 12: 1, 21: 2, 11: 3}",train
30,c4c3fffd-c360-46b5-abf2-51195137d826,[Lila] is [Yukiko]'s mother.  [Lila] is the mother of [Glenn].  [Bruce] has a wife who is [Yukiko].  [Glenn] is a brother of [Yukiko]. ,"('Bruce', 'Lila')",How are [Bruce] and [Lila] related to each other ? ,mother-in-law,"[""[Lila] is [Bruce]'s mother-in-law. ""]",[Bruce] has a wife who is [Yukiko].  [Lila] is [Yukiko]'s mother. ,"[{('Bruce', 'mother-in-law', 'Lila'): [('Bruce', 'wife', 'Yukiko'), ('Yukiko', 'mother', 'Lila')]}]",wife-mother,task_2.2,"[(0, 1), (1, 2), (1, 3), (3, 2)]","['wife', 'mother', 'brother', 'mother']","(0, 2)","Bruce:male,Yukiko:female,Lila:female,Glenn:male",,"{41: 0, 25: 1, 5: 2, 22: 3}",train
31,f7b621e3-7532-4435-b32b-9cc4c3df9a5d,[Joyce] is a sister of [William].  [Margaret] is [Joyce]'s sister.  [Carol] is the mother of [Margaret].  [Margaret] is a sister of [William]. ,"('William', 'Carol')",How is [William] related to [Carol] ? ,mother,['[Carol] is the mother of [William]. '],[Margaret] is a sister of [William].  [Carol] is the mother of [Margaret]. ,"[{('William', 'mother', 'Carol'): [('William', 'sister', 'Margaret'), ('Margaret', 'mother', 'Carol')]}]",sister-mother,task_2.2,"[(0, 1), (1, 2), (0, 3), (3, 1)]","['sister', 'mother', 'sister', 'sister']","(0, 2)","William:male,Margaret:female,Carol:female,Joyce:female",,"{12: 0, 13: 1, 3: 2, 14: 3}",train
32,b77586c2-b63e-4086-a431-d9115d9b6005,[Mervin] has a daughter called [Lila].  [Yukiko] is [Lila]'s daughter.  [Mervin] has a daughter called [Carol].  [Carol] has a sister named [Lila]. ,"('Mervin', 'Yukiko')",What is the family connection between [Mervin] and [Yukiko] ? ,granddaughter,['[Mervin] has a granddaughter who is [Yukiko]. '],[Mervin] has a daughter called [Lila].  [Yukiko] is [Lila]'s daughter. ,"[{('Mervin', 'granddaughter', 'Yukiko'): [('Mervin', 'daughter', 'Lila'), ('Lila', 'daughter', 'Yukiko')]}]",daughter-daughter,task_2.2,"[(0, 1), (1, 2), (0, 3), (3, 1)]","['daughter', 'daughter', 'daughter', 'sister']","(0, 2)","Mervin:male,Lila:female,Yukiko:female,Carol:female",,"{0: 0, 5: 1, 25: 2, 3: 3}",train
33,cf14c713-9de9-4a72-85a8-55c7c3bb488e,[Calvin] is the father of [Susan].  [Jamie] is a brother of [Susan].  [Calvin] is [Jamie]'s father.  [Christopher] has a wife who is [Susan]. ,"('Christopher', 'Calvin')",Who is [Calvin] from the point of relation of [Christopher] ? ,father-in-law,"[""[Calvin] is [Christopher]'s father-in-law. ""]",[Christopher] has a wife who is [Susan].  [Calvin] is the father of [Susan]. ,"[{('Christopher', 'father-in-law', 'Calvin'): [('Christopher', 'wife', 'Susan'), ('Susan', 'father', 'Calvin')]}]",wife-father,task_2.2,"[(0, 1), (1, 2), (1, 3), (3, 2)]","['wife', 'father', 'brother', 'father']","(0, 2)","Christopher:male,Susan:female,Calvin:male,Jamie:male",,"{40: 0, 24: 1, 21: 2, 23: 3}",train
34,dc27e1a5-adfd-44b9-b998-5ef9f8c57d7c,[Walter] is [Jon]'s son.  [Chantell] is [Jon]'s daughter.  [James] is the husband of [Chantell].  [Walter] has a sister named [Chantell]. ,"('Jon', 'James')","For [Jon], who is [James] ? ",son-in-law,['[Jon] has a son-in-law who is [James]. '],[Chantell] is [Jon]'s daughter.  [James] is the husband of [Chantell]. ,"[{('Jon', 'son-in-law', 'James'): [('Jon', 'daughter', 'Chantell'), ('Chantell', 'husband', 'James')]}]",daughter-husband,task_2.2,"[(0, 1), (1, 2), (0, 3), (3, 1)]","['daughter', 'husband', 'son', 'sister']","(0, 2)","Jon:male,Chantell:female,James:male,Walter:male",,"{4: 0, 17: 1, 34: 2, 18: 3}",train
35,3774567a-5094-4a9a-9df9-0cf1654d3029,[Elias] is [Stephanie]'s father.  [Robert] is a brother of [Elias].  [Elias] is the father of [Lynette].  [Stephanie] is [Lynette]'s sister. ,"('Lynette', 'Robert')",How is [Lynette] related to [Robert] ? ,uncle,"[""[Robert] is [Lynette]'s uncle. ""]",[Elias] is the father of [Lynette].  [Robert] is a brother of [Elias]. ,"[{('Lynette', 'uncle', 'Robert'): [('Lynette', 'father', 'Elias'), ('Elias', 'brother', 'Robert')]}]",father-brother,task_2.2,"[(0, 1), (1, 2), (0, 3), (3, 1)]","['father', 'brother', 'sister', 'father']","(0, 2)","Lynette:female,Elias:male,Robert:male,Stephanie:female",,"{8: 0, 2: 1, 11: 2, 7: 3}",train
